respondent_id,h1n1_vaccine,seasonal_vaccine
26759,0.023825651634988794,0.1764554546367628
26760,0.01439589734106112,0.026725998271672557
26761,0.17977347413218916,0.6252996254449865
26762,0.14363940843955683,0.8321327097390311
26763,0.8933767604701581,0.9696101346951072
26764,0.9206056884429838,0.9656007207729633
26765,0.028264947701660444,0.6858926425447787
26766,0.0950417021821052,0.18332576166760392
26767,0.7630131628403567,0.7676003683952447
26768,0.01184848891230241,0.4069745578213447
26769,0.1164020141055429,0.15825751396705662
26770,0.0875426253163418,0.5238173471738512
26771,0.04587568777314969,0.19240209974176586
26772,0.052249744124729845,0.4293351312200536
26773,0.0133383864936592,0.47915280728674337
26774,0.028176755882707776,0.5646433677166051
26775,0.07751280573902655,0.5210087920610553
26776,0.39160260261324054,0.3052466256483341
26777,0.10477529391444386,0.9484040734331287
26778,0.11414225070823747,0.09219129723477644
26779,0.12762963248302533,0.518706845593606
26780,0.10345780727210074,0.9643106951161361
26781,0.044902711162173405,0.49286930349537117
26782,0.0457841181456296,0.28061636182012045
26783,0.06580645662711802,0.307498555880516
26784,0.41793307992027917,0.890996656162994
26785,0.35810199858796893,0.5756260239721994
26786,0.08660661565976639,0.2933341214722163
26787,0.10630058885653662,0.5084795727102922
26788,0.09802224471357893,0.9052313910699133
26789,0.011099679271576417,0.23328683803289535
26790,0.061346510115026745,0.2828226051471898
26791,0.07832627545467422,0.1258997040358161
26792,0.19487745770306072,0.7449893634561482
26793,0.11638269697821785,0.8973772529621918
26794,0.7705597598816669,0.8935408120170651
26795,0.05020899246015246,0.9604666658844044
26796,0.043828960253944685,0.03714669606989258
26797,0.10630922643076378,0.6407764887750171
26798,0.19949888337520508,0.15782225655478144
26799,0.27424935117350535,0.20633394226781773
26800,0.03321496378155061,0.9188666938483966
26801,0.2696484274147223,0.4096649857973417
26802,0.07757780998343759,0.15471795561946716
26803,0.05554559852517361,0.1671878526532553
26804,0.07071355159834987,0.1253759034632203
26805,0.08461477363404306,0.21255963227182587
26806,0.07754198032284852,0.9180978380948404
26807,0.6823533651158123,0.9569317448265168
26808,0.26671440246923755,0.5826685792909102
26809,0.7354185945631837,0.1415364205898805
26810,0.04131565721472232,0.11341780100341686
26811,0.044961711028296124,0.05267681602626298
26812,0.1745937067358409,0.6271399512339715
26813,0.3567542786338835,0.3424384302908587
26814,0.036732361758178594,0.5091085304714316
26815,0.03983628632272601,0.0859250664185239
26816,0.051440690912047275,0.21890350591792657
26817,0.1651548120785248,0.7740036885963673
26818,0.05688620156667113,0.27732008642372025
26819,0.43331581133496766,0.4468403813514312
26820,0.08867172578343252,0.28497562191046677
26821,0.08660854045041003,0.5569259190044594
26822,0.2751622647912561,0.6388645440574492
26823,0.44807867286988645,0.5974840586863782
26824,0.0408775565756192,0.7032180116995771
26825,0.35583716051047115,0.730934239441527
26826,0.09987645101222441,0.7669370106380107
26827,0.035046194853759906,0.09042906953855422
26828,0.1584183450876417,0.6854101032394244
26829,0.6167457742382679,0.9308253651428695
26830,0.07510423453514585,0.7689897259991113
26831,0.22892744234880114,0.8623774183762168
26832,0.1328370633775355,0.8499927485196077
26833,0.005164933828987919,0.3087464166586986
26834,0.10262328285812346,0.41526343243855174
26835,0.38205085078486445,0.8995203298403365
26836,0.15007777488604793,0.6522364423727482
26837,0.03620287516030567,0.010817768766253929
26838,0.10299856240834007,0.4626740837279761
26839,0.12751424091163865,0.558484791362248
26840,0.09097794890743945,0.13270248949881097
26841,0.3782914038836126,0.8024583762099501
26842,0.08615848265632232,0.20540684483574942
26843,0.03818482020508611,0.015015941469615292
26844,0.07406469969431727,0.548557295679392
26845,0.04080416472886148,0.6566907434896836
26846,0.07662001543765158,0.7735300839422027
26847,0.327949341407003,0.11306934047289553
26848,0.04605921359243549,0.6788107633142723
26849,0.15326276067357522,0.5791285520212444
26850,0.43116318766221484,0.6016571747875767
26851,0.03094559254647457,0.06111808468070293
26852,0.03369409754251359,0.06466629995026131
26853,0.5257001636649616,0.6015409004830874
26854,0.014527256040164194,0.06687139045051149
26855,0.6271403899918687,0.8732554537619654
26856,0.10258516417564784,0.026558102689058293
26857,0.43898434139184317,0.18257756899930727
26858,0.1351781137544559,0.6344229811275934
26859,0.06834270832172919,0.08287951755390265
26860,0.13503087964062704,0.09167180922551983
26861,0.0954686284675205,0.07612028943877454
26862,0.0962261576302055,0.260836534273451
26863,0.21147121609835975,0.4346056139062319
26864,0.4935239384778154,0.3680825618990844
26865,0.014500187385856823,0.03765729958839098
26866,0.24972225655522887,0.6832965393058134
26867,0.11081099960924869,0.17726919395506596
26868,0.7687924680129468,0.9412533554972784
26869,0.09649222041221307,0.28837830075664345
26870,0.616685654431223,0.8593084903685642
26871,0.04891456157898448,0.046966844898332645
26872,0.0402840071105832,0.27326048256997226
26873,0.16821525339877497,0.8587086778121596
26874,0.05125202450840319,0.09912040793741632
26875,0.6317314480695548,0.9219114108693235
26876,0.05185615313151146,0.048953057136899104
26877,0.04410117749476448,0.09329288458802709
26878,0.13022460445453307,0.14533535665917
26879,0.0106271711761302,0.017329732476457638
26880,0.04154572437449742,0.08177633579936601
26881,0.029592583018986145,0.08218861840874696
26882,0.019080594403854765,0.06604176658849803
26883,0.06438650582771334,0.2508611477648727
26884,0.08406583631983675,0.2062108461653497
26885,0.24901269224892206,0.8404296366206176
26886,0.10810015292306398,0.7733495014192969
26887,0.6196438415315322,0.8911223868575562
26888,0.8719682637929924,0.9461748536461414
26889,0.040720822832294855,0.13582417249567094
26890,0.08170030529177352,0.29355523330190514
26891,0.25878153697999834,0.46322548652835493
26892,0.12986698275636271,0.8397851653941367
26893,0.0542274029784468,0.2091085898275036
26894,0.20704278795315104,0.3144158714923983
26895,0.0839555322383766,0.8625997004743612
26896,0.041563610825201075,0.07324107484545152
26897,0.055468950540807596,0.36678641631372183
26898,0.2519795164392643,0.7115733187021409
26899,0.040457122694741776,0.051436301614342324
26900,0.15701361179289497,0.3102373246948869
26901,0.005661622684048621,0.22781077156435417
26902,0.26761535582097973,0.9469285580625048
26903,0.12628160362474322,0.038518225540837794
26904,0.050143429098193915,0.33205104579891914
26905,0.3528846789876152,0.7987972444075339
26906,0.06704724668583556,0.34630561808912325
26907,0.009071139934180935,0.5392719678582634
26908,0.14595547680889773,0.7416181771145823
26909,0.06334242707032721,0.26250984519065906
26910,0.1041918976832098,0.20813025748589664
26911,0.03793223912045981,0.05558950182259959
26912,0.4149733775427166,0.9360820706549259
26913,0.7416946293336357,0.8965282018798627
26914,0.05277534411416863,0.12150588852765823
26915,0.13240971530929455,0.6919218880540632
26916,0.06426515340198599,0.3682855174522981
26917,0.004899004647176221,0.011125621184884858
26918,0.7534522070917434,0.9245145522286243
26919,0.3023455819468567,0.6057578692113116
26920,0.01991068314949809,0.11188956996688448
26921,0.11456838921509338,0.8573602700192082
26922,0.056207494916014525,0.6719058017617122
26923,0.09605263059895208,0.5362158666943203
26924,0.6579092689196582,0.8959655816428572
26925,0.10361690786511558,0.6146403730466271
26926,0.6005063670543518,0.4273823856267332
26927,0.3476108417360748,0.6746271928378683
26928,0.060643002507648945,0.528395325726441
26929,0.10903686793817279,0.1928448325592424
26930,0.6532830214403714,0.899510371460002
26931,0.09059670638835307,0.32756015775801045
26932,0.06698534222922733,0.883267869192205
26933,0.10100018023334857,0.7482959382587361
26934,0.5622005738918161,0.7141068021310395
26935,0.17894321291294,0.47395502973693776
26936,0.457475531257129,0.19914063089777861
26937,0.27376804217787193,0.7560984287867567
26938,0.0860555163522222,0.0568681205122169
26939,0.0453673838751526,0.0512442791824976
26940,0.0635111006414929,0.1220254107647234
26941,0.051223229195835836,0.4427414530409634
26942,0.5932144541323601,0.7962975836937682
26943,0.1371818361649553,0.6321843775733038
26944,0.07297099028780142,0.1455836044842761
26945,0.11937955949578995,0.5864586255896649
26946,0.16641685526204955,0.7315644881005094
26947,0.16366078224006375,0.6087785426250544
26948,0.015347267048963463,0.04941826828166593
26949,0.019976633924163344,0.042539641281906675
26950,0.036642163728778245,0.513732376037935
26951,0.07247428660264713,0.3128904544090378
26952,0.8562867196828521,0.9523959951567431
26953,0.8292289830698315,0.9776642055424631
26954,0.04798757586229981,0.14700003588101798
26955,0.1885513027055542,0.6175052232090268
26956,0.1270555923979454,0.2653091825644043
26957,0.02693998000487681,0.9018579923654618
26958,0.33191735937666805,0.7828154940904177
26959,0.027042631299519213,0.21976388575969616
26960,0.04314418575364376,0.06113291063538274
26961,0.20972972349375962,0.554281879571713
26962,0.19288289830286856,0.9275170476697705
26963,0.1459892406731579,0.27223535670543275
26964,0.09686937856195343,0.2324569349569944
26965,0.8190479072256521,0.945001577763221
26966,0.014896579568126248,0.029540194044412653
26967,0.16411683557260437,0.44279451582270946
26968,0.03919529449916937,0.8179290613474351
26969,0.035779884917509976,0.17943700356865233
26970,0.7238610787706725,0.3664645624085432
26971,0.11254793817376792,0.3291276001782877
26972,0.007011577093318848,0.021663695349073846
26973,0.05429742721638527,0.12987567823989
26974,0.12112373915118065,0.34964813061794603
26975,0.06835458024789126,0.6324114058852305
26976,0.8684697973507127,0.592573552780727
26977,0.06157079406508037,0.32086039315183135
26978,0.019023438681732008,0.8204190745939156
26979,0.3136295527042637,0.6431742002208634
26980,0.0489530258200655,0.08005594806099074
26981,0.05482682090230279,0.2415624852956292
26982,0.6963582705522586,0.8689199943431376
26983,0.16955658175587635,0.6217210203097495
26984,0.07698087994575194,0.15098391337182657
26985,0.01731873208200572,0.07556029332568592
26986,0.17452607465214473,0.6269775591777995
26987,0.06950211655096782,0.17106609903207487
26988,0.031185303358139734,0.11107680735970982
26989,0.3302585500979771,0.7608212112559927
26990,0.014802802476749194,0.063802640063969
26991,0.20993885816175004,0.4642783535483577
26992,0.26652184452701644,0.3945832185316657
26993,0.13662881558822781,0.8483658007359736
26994,0.18408510002683676,0.468851973871724
26995,0.1737786994287473,0.47595845735035375
26996,0.21975352145144852,0.28243229130076014
26997,0.011511757535266101,0.04944051852526508
26998,0.040734979725169145,0.04692278220687467
26999,0.4371341026949893,0.5453314116880732
27000,0.12105303907043442,0.3795254363356696
27001,0.040600748904592775,0.7897785421878383
27002,0.008528620540411598,0.17860067067203814
27003,0.02121470318041008,0.0478338191231052
27004,0.10769841355954149,0.2729495934783269
27005,0.36228005496393423,0.7795338151853871
27006,0.7086164376698769,0.9212867468245923
27007,0.06406324163220693,0.12632814020180336
27008,0.039972342248345845,0.054383244180377315
27009,0.06212754867678649,0.2516833165936422
27010,0.05910580817983284,0.13273418262426978
27011,0.09047349103234792,0.13031525761758803
27012,0.29115136373712913,0.6131791671859356
27013,0.1063883195782906,0.40998623521308486
27014,0.020072879924989274,0.19476931500465947
27015,0.08638756274222124,0.20233102255531596
27016,0.16055639078064868,0.331880527477394
27017,0.42394907610636995,0.6816129440269268
27018,0.08329766223886627,0.27820070355339394
27019,0.8973297134871616,0.9643289382414177
27020,0.19683418208936856,0.2366762749648443
27021,0.12229320301705979,0.5326204582104402
27022,0.16440993703844148,0.19438689666731432
27023,0.13534721180572662,0.16610000507598163
27024,0.11966548248568933,0.2678886181631338
27025,0.05228434994481333,0.01948394225186062
27026,0.06424096209064897,0.2868715893166057
27027,0.09900981858784855,0.7680768969671027
27028,0.3616288552858856,0.8767039796216709
27029,0.10633432464821711,0.35402846945051586
27030,0.14306790647543266,0.2398854324239291
27031,0.20589019858068686,0.814856550604342
27032,0.18511455227286225,0.4663855729282232
27033,0.29157733095722704,0.724468594210498
27034,0.008761386453607103,0.6569982940887269
27035,0.22644159898819263,0.3848848200952325
27036,0.23090233466870982,0.7231727778690955
27037,0.6330451029162721,0.8140772286680694
27038,0.027809404817233457,0.029874830690916294
27039,0.7418977024947726,0.9292422989134268
27040,0.18028186723764927,0.14210225673293017
27041,0.1285779993212047,0.5367646193573812
27042,0.06954109279072308,0.5188600809187216
27043,0.557234728353524,0.8082608113765722
27044,0.0077274131577200885,0.03464952871831711
27045,0.1678900584163663,0.5754001538795096
27046,0.04394052260050851,0.09450766410820341
27047,0.5748158497946971,0.40729576397977674
27048,0.1450328303672382,0.32420178082507783
27049,0.26998292628112003,0.9013109197418084
27050,0.0451973329453699,0.5627970689025947
27051,0.1395424122266687,0.25872104033737736
27052,0.09614329874729984,0.23701403953231753
27053,0.8691591277515166,0.9656375529217683
27054,0.03869082721779491,0.06678740631785343
27055,0.11816244796332573,0.8536013015455379
27056,0.018311492175536074,0.03425584981731581
27057,0.02398782551022619,0.022989584527718945
27058,0.8136967758121723,0.8965542018341879
27059,0.06577459147306855,0.2146116350699713
27060,0.0320527443173468,0.45367933494217233
27061,0.07830025462694246,0.37165141014840525
27062,0.053776990558675575,0.5067672679466623
27063,0.06224951455124888,0.5565126636940092
27064,0.21517477222778142,0.4675745359500844
27065,0.061859360328932515,0.37334996925940805
27066,0.04478043383868331,0.5967154565198672
27067,0.4421605736009218,0.7491897101485577
27068,0.884021848866652,0.9538957853158894
27069,0.5486155719356468,0.9480611479790073
27070,0.030280701836728607,0.055902113514754076
27071,0.058027476279336646,0.07820634172168295
27072,0.05524576496473874,0.7396944245765852
27073,0.02560041455493611,0.8531205538047874
27074,0.03935895895561746,0.2813543722546589
27075,0.7192328527401398,0.8554845632372807
27076,0.5967862816590673,0.770815630029858
27077,0.034868151670067855,0.09422204479157491
27078,0.2685490503162663,0.8183306711904803
27079,0.29817143190055007,0.9420309027754229
27080,0.07841370047406031,0.25546995803413475
27081,0.02044375610751871,0.693923520556877
27082,0.2617018604971709,0.44881691135596197
27083,0.052759854677627796,0.2448862761485172
27084,0.8573522124255324,0.6863824530576245
27085,0.0509307906008117,0.012221835973881321
27086,0.05455733997302723,0.08770897710025888
27087,0.1907669426569916,0.2983086650294
27088,0.20325022912781013,0.7456349058928428
27089,0.11393298779896353,0.2304173126221811
27090,0.23850449392379733,0.5948876685330621
27091,0.40068864756906575,0.1668015265859303
27092,0.10846690463646547,0.26848301166189503
27093,0.2076000202689032,0.290443625889065
27094,0.007993078500027014,0.0368611489652368
27095,0.07803903396319715,0.5468743257200687
27096,0.019628280982516125,0.20552421456050804
27097,0.5904174227512838,0.7625022470990991
27098,0.36854976332600053,0.831833430607326
27099,0.15614455379464634,0.4615044704674615
27100,0.07939613547006083,0.7885289956802785
27101,0.08302346937109516,0.6721783183044879
27102,0.11246243833061918,0.84821196823336
27103,0.027052450624628337,0.05512373532175831
27104,0.3283653182377204,0.5245127199245992
27105,0.060016813590614046,0.4135033508905511
27106,0.626879997758123,0.8958386810828326
27107,0.419054326732768,0.6970132954781195
27108,0.11710535447743613,0.27411416733665106
27109,0.06014450074383809,0.23144132611012352
27110,0.09591984056290867,0.3349268625971531
27111,0.03713989570232728,0.3732159016495031
27112,0.19373436170866315,0.6025782543526735
27113,0.07684911412685791,0.24492923147586287
27114,0.09213820385295975,0.2124699771876947
27115,0.5004036204824661,0.8653331523376634
27116,0.16960615754555208,0.9251611245515898
27117,0.0552670144302145,0.10699113140367544
27118,0.14679722069811,0.5620507029321922
27119,0.06330881677484358,0.3307483614382455
27120,0.3567388954452411,0.9863076328052008
27121,0.015802016120468297,0.7165723159371039
27122,0.0436548333979695,0.24452483778258569
27123,0.04341728489776966,0.09559030189702876
27124,0.028337707650125634,0.06548510876655837
27125,0.023130334522124613,0.04009699439985171
27126,0.23856193161904887,0.07121329116874357
27127,0.07094391106785487,0.10583647094577685
27128,0.17067879405574038,0.6541031534135715
27129,0.5629036943466423,0.5862668852398707
27130,0.12104176710197898,0.21916567954043462
27131,0.04576675441861521,0.07222567010394661
27132,0.4991686251924231,0.9276014610513735
27133,0.08876539052377043,0.5740121886077819
27134,0.6451491619066179,0.9324001123214626
27135,0.20593333181854825,0.5562867362816609
27136,0.07607725201120906,0.5571594788599801
27137,0.06328635312631642,0.1986523600823691
27138,0.16189451827696447,0.5578616335063546
27139,0.09804824819407136,0.0758857870027661
27140,0.9036321400202013,0.958642396804631
27141,0.5513924424508833,0.8395078696821018
27142,0.06729691287986056,0.31591298938730544
27143,0.23120462318929255,0.47559062659249257
27144,0.05189324939255093,0.04867490263166749
27145,0.3925225554769166,0.6601644105755774
27146,0.0391481069264189,0.9251423095696626
27147,0.0624352837717883,0.23492872884686478
27148,0.1770411647962969,0.15546616742205094
27149,0.2935531978307262,0.1640538566141795
27150,0.6734736149383799,0.9668037627890642
27151,0.17412918070468114,0.8193078796421295
27152,0.02141724018395671,0.20598025965087263
27153,0.31127198763268626,0.8409460524773044
27154,0.6856206711689563,0.8684170470494874
27155,0.15572560998515175,0.6659902998913438
27156,0.015055508347244072,0.35398476746465296
27157,0.009223973384952127,0.46009926299958503
27158,0.07670674988500448,0.39598149429771223
27159,0.04574653510422778,0.15699662023752864
27160,0.20284878973901727,0.18716964836179684
27161,0.3381147883233074,0.48252986156644945
27162,0.1355836699832315,0.9475122592677095
27163,0.5459288822754109,0.5316940623170355
27164,0.21041102197018083,0.12180503914141363
27165,0.49771108252554824,0.620003721441766
27166,0.08058910171922501,0.16908834407273055
27167,0.1593883247891587,0.4277326792456181
27168,0.14910309845241748,0.7130374672847944
27169,0.4813842867445154,0.6514687176974578
27170,0.3919182600169547,0.8472431803557212
27171,0.041025242663412974,0.34275304571596815
27172,0.04950002532430432,0.8518849673749906
27173,0.23263184999003234,0.5436135038656036
27174,0.0856012350833653,0.0775889911031798
27175,0.07613143101653676,0.1303144873332925
27176,0.5558491684883319,0.9593737942096718
27177,0.8448421359187768,0.9558906635890886
27178,0.1485027348771217,0.3753100827376435
27179,0.07254130247987264,0.272035950936149
27180,0.1931467485895901,0.399174073431889
27181,0.038865575819996764,0.8262763923215484
27182,0.6261744923010821,0.918603516850745
27183,0.04677778069587851,0.5743266979345013
27184,0.03816086029321993,0.3129158090111542
27185,0.5012767050388673,0.7924057415585498
27186,0.11985344556498845,0.6354083625578737
27187,0.08756184385131606,0.144870792566555
27188,0.04736538861432174,0.29936091051593516
27189,0.05450417089482582,0.5615058698980236
27190,0.3902150151515756,0.7474939908888129
27191,0.12027857526073887,0.9406808963749673
27192,0.531431184543945,0.7727312497118636
27193,0.015036678592124278,0.08159955204135809
27194,0.09212991028731289,0.33742008462457385
27195,0.025912201813610126,0.09269805401983411
27196,0.3334586868851395,0.20607794553505998
27197,0.05343859436996113,0.6428485016414532
27198,0.9462017428937148,0.9909843082929519
27199,0.03644381649089178,0.1414456771382635
27200,0.287190819606006,0.6729411288802006
27201,0.7416680783254052,0.9222944751619038
27202,0.054731275962171345,0.025498139631070206
27203,0.03623558753650227,0.0831132588933616
27204,0.019300760276967744,0.05177813263624006
27205,0.07751309477692653,0.23678481126191997
27206,0.1711836392360983,0.29672213349090554
27207,0.08937893025589876,0.16293600373433906
27208,0.799676444861463,0.7529843529961532
27209,0.13915527802470049,0.25423912881202115
27210,0.3218361214264219,0.39042594531137775
27211,0.09636982766790399,0.25015857609315967
27212,0.6567193650391013,0.9563397304501088
27213,0.4765027352981176,0.4349816796720474
27214,0.025518750337391087,0.06461494075729393
27215,0.18872209823219072,0.8496330779396737
27216,0.10829643288060664,0.8760963448023164
27217,0.10404227640202893,0.1750061721311352
27218,0.6867260846817267,0.9608225689056611
27219,0.4850073598364239,0.6901592754189599
27220,0.10932696715165481,0.4162635796114744
27221,0.18618004458536616,0.6227992483206907
27222,0.21494596543888111,0.6381043336606901
27223,0.03371549141315519,0.6384594051973935
27224,0.2026376742679784,0.6982912918081212
27225,0.18646235141864612,0.26519522756063435
27226,0.017305117908258352,0.28836979924560174
27227,0.16072725823472642,0.4543685204819216
27228,0.5470145746272835,0.8633789244003847
27229,0.6640985286611248,0.9243811108269012
27230,0.20087511377588663,0.9763538431299914
27231,0.46139449726801623,0.8228590035004797
27232,0.10908337834523307,0.5435264229257508
27233,0.2953615446288068,0.19996446199660572
27234,0.04549556435022812,0.02703903774134772
27235,0.8842136997161596,0.955564064040383
27236,0.11210172815658628,0.9354265051318861
27237,0.20120145730029074,0.5820318616965892
27238,0.29661043600395465,0.7581588541794101
27239,0.5600256317172286,0.24518658891802486
27240,0.1452392699877353,0.478532250065575
27241,0.07429477750563239,0.19377253188650007
27242,0.11025827785897105,0.46407458184115863
27243,0.040580891572581476,0.07556909445729068
27244,0.03173724519165128,0.08599777847123179
27245,0.1397897480463579,0.48438708136722114
27246,0.8268940664528837,0.9528196285624757
27247,0.17908347127094565,0.9298712898326317
27248,0.11491550784329481,0.5431066712076035
27249,0.13976880405266268,0.63840018755557
27250,0.09511055142726092,0.2646096107138388
27251,0.09522260229134155,0.30707705772136834
27252,0.34235597945345714,0.6345626525708965
27253,0.07175684191101027,0.912945764748213
27254,0.9035198977090503,0.9738798800143594
27255,0.11661340845133457,0.3103508070858677
27256,0.5784390497856595,0.9590494738589106
27257,0.4561987437112359,0.5216513695675902
27258,0.4795232959308214,0.8269398968366724
27259,0.558893978785207,0.9202822148915917
27260,0.08150655413862154,0.33977566563804273
27261,0.13094930902414575,0.6781279126741308
27262,0.18950249727108168,0.5287108707040026
27263,0.05749392235856841,0.06854502931033037
27264,0.06548515243176586,0.07299880446654944
27265,0.032570976863541184,0.17941455749523896
27266,0.15550679416727153,0.2857630327142359
27267,0.17031819715901703,0.7927448203718879
27268,0.01920398208735201,0.18370187492353612
27269,0.7655222734028558,0.3618301507025654
27270,0.03192729992420045,0.09299875282041634
27271,0.060630472143681495,0.30440165062528357
27272,0.012551216903437013,0.41750902658123223
27273,0.04873914578780874,0.1454176162555532
27274,0.12990902037281568,0.5180721421226673
27275,0.13339320001524538,0.34162441865736215
27276,0.01000382046205954,0.09497255298296127
27277,0.045714110898137275,0.8212013399071038
27278,0.16989295384216951,0.3284581959300554
27279,0.1028320211515778,0.2682580865648092
27280,0.2725826049747474,0.35316307277380854
27281,0.07487403073683482,0.32132194773873873
27282,0.07203237628245454,0.8978033391269906
27283,0.004972276544598022,0.022494764180749426
27284,0.1919456478811387,0.2607456407121859
27285,0.1191330157224128,0.4430080369235898
27286,0.08844374115739143,0.25720349683089816
27287,0.2559841485981429,0.6662119135272004
27288,0.5766629714397998,0.8134864911793607
27289,0.2529282681414664,0.35972220443969366
27290,0.01637230236563688,0.06051629353553375
27291,0.7299310678772623,0.8329811006168576
27292,0.06240334875203622,0.6912996295174655
27293,0.1233136517076171,0.9722381256278498
27294,0.01759110243572043,0.04433291038561388
27295,0.28169913092747095,0.8619910702857542
27296,0.06428200742675502,0.7816825059747845
27297,0.05913295464540687,0.7120303571089408
27298,0.09036334565056992,0.2767461406528173
27299,0.2934406262872416,0.7757375043951389
27300,0.18669142782411927,0.9637930174114941
27301,0.003867682874047916,0.02201304852850484
27302,0.11155993655720263,0.47495960357229655
27303,0.02215443818717308,0.07551258713581303
27304,0.09413755036154813,0.7834235344068606
27305,0.04094067656703549,0.037795523350198895
27306,0.226873129338978,0.580424697383525
27307,0.5793813085013589,0.7572088853198924
27308,0.07843092865041223,0.14036332254794942
27309,0.5668122494448657,0.9707471902394218
27310,0.06469607373668283,0.1463877731129784
27311,0.14449761007504275,0.09241402724431626
27312,0.0747589396863829,0.3276493012849495
27313,0.05234957187883356,0.12293737093444079
27314,0.028662369528656393,0.07821393895899152
27315,0.11815446393548838,0.27928774071641677
27316,0.3550980408666428,0.7991680227916756
27317,0.07140602822698354,0.13666359798743546
27318,0.2717881514779148,0.3342405030858568
27319,0.3763354181560561,0.9005221467567295
27320,0.41887792070570806,0.6789313614111566
27321,0.03527504225723321,0.5063389097067642
27322,0.6265518017950004,0.5129636123431445
27323,0.05718649865896224,0.54010926921649
27324,0.26377437922092767,0.5098754042889159
27325,0.77270309268463,0.9450582032764239
27326,0.11648277263088362,0.5155371780492273
27327,0.1455922140413261,0.3937425857869594
27328,0.20942863240261123,0.5034999922905659
27329,0.11008795135805365,0.3145357179400269
27330,0.015588492034001793,0.5139467329718699
27331,0.07157052982387731,0.19424395429462168
27332,0.18652588199573178,0.9563487262944173
27333,0.6215405037123046,0.7318205293608685
27334,0.05629422307527882,0.037791784192142484
27335,0.20264517262110862,0.11253410111450962
27336,0.07448810051563828,0.1511071649982304
27337,0.18626275760293146,0.6358263942006073
27338,0.21301430728887713,0.4575960207000957
27339,0.25229071357338856,0.3524506883341572
27340,0.019677877955916016,0.18909763987957026
27341,0.22266389053127555,0.7046630356151289
27342,0.027562448663539824,0.6281081309194487
27343,0.06399839857088416,0.12908403580653965
27344,0.2981655162081138,0.5483352181576604
27345,0.06048324332445439,0.3286656703375408
27346,0.8311783319990605,0.972882269922402
27347,0.724581711050561,0.9558335371979465
27348,0.0982119849010175,0.3165358135987193
27349,0.0648217819800157,0.22616982276356826
27350,0.2029851811369729,0.9474345873170806
27351,0.8494109627935655,0.9100414893513998
27352,0.11615902926414262,0.4059728235852257
27353,0.008286426600732985,0.07698043968434763
27354,0.15961500148779859,0.652940488249006
27355,0.2654248996596312,0.45084341901633235
27356,0.18344769443749678,0.3936437691592873
27357,0.13487762223038807,0.3633041701883071
27358,0.2492626949599408,0.764253752873834
27359,0.3892834515053261,0.8433019185297168
27360,0.11380604437888936,0.5330586728960095
27361,0.04427709778974993,0.9345339737272252
27362,0.22540074705877805,0.4361582024905497
27363,0.15413080699748363,0.2854748293882059
27364,0.07086324570700962,0.45619666611609766
27365,0.35398778231835737,0.6985563592338246
27366,0.5015742027226713,0.5884984206612078
27367,0.24512414484247763,0.45150367452654916
27368,0.11357669700553157,0.483966046431965
27369,0.0478848492830271,0.049560659528512525
27370,0.01896003287070549,0.8012058628725494
27371,0.2628184122987922,0.4785978556541495
27372,0.09280596850174357,0.24605357001324862
27373,0.7660165598074715,0.7533881092515754
